,timestamp,open,high,low,close,volume
0,2020-06-11 05:59:00,703.0,705.0,703.0,703.6,481
1,2020-06-11 05:58:00,703.0,703.45,703.0,703.0,321
2,2020-06-11 05:57:00,703.9,704.0,703.0,703.0,442
3,2020-06-11 05:56:00,703.95,704.35,703.0,703.7,765
4,2020-06-11 05:55:00,704.55,704.55,704.0,704.2,77
5,2020-06-11 05:54:00,703.9,704.75,703.85,704.55,645
6,2020-06-11 05:53:00,703.5,704.0,703.4,703.55,227
7,2020-06-11 05:52:00,703.25,703.55,702.8,702.8,2072
8,2020-06-11 05:51:00,703.1,703.55,703.1,703.2,2295
9,2020-06-11 05:50:00,702.35,703.6,702.35,703.6,456
10,2020-06-11 05:49:00,703.3,703.7,702.5,702.5,2351
11,2020-06-11 05:48:00,703.9,704.0,703.15,703.25,883
12,2020-06-11 05:47:00,704.15,704.2,703.7,703.8,573
13,2020-06-11 05:46:00,704.05,704.35,704.05,704.35,428
14,2020-06-11 05:45:00,704.45,704.7,703.65,704.25,728
15,2020-06-11 05:44:00,703.75,704.45,703.35,704.45,1564
16,2020-06-11 05:43:00,703.55,703.7,703.35,703.5,646
17,2020-06-11 05:42:00,703.1,703.55,702.95,703.55,1548
18,2020-06-11 05:41:00,703.5,703.5,702.85,703.0,562
19,2020-06-11 05:40:00,703.75,704.0,702.95,703.55,1990
20,2020-06-11 05:39:00,704.15,704.15,703.75,703.75,184
21,2020-06-11 05:38:00,704.2,704.2,704.0,704.0,606
22,2020-06-11 05:37:00,704.5,704.5,704.0,704.0,158
23,2020-06-11 05:36:00,705.05,705.05,704.7,705.05,132
24,2020-06-11 05:34:00,704.6,704.6,704.0,704.45,220
25,2020-06-11 05:33:00,704.65,704.95,704.5,704.5,206
26,2020-06-11 05:32:00,705.55,705.55,704.9,704.9,85
27,2020-06-11 05:31:00,705.8,706.25,705.15,705.15,111
28,2020-06-11 05:30:00,706.3,706.3,705.0,705.55,193
29,2020-06-11 05:29:00,706.5,706.5,706.1,706.1,114
30,2020-06-11 05:28:00,706.9,706.9,706.2,706.2,236
31,2020-06-11 05:27:00,707.0,707.0,706.95,706.95,19
32,2020-06-11 05:26:00,707.4,707.8,707.4,707.6,532
33,2020-06-11 05:25:00,707.95,707.95,707.5,707.5,79
34,2020-06-11 05:24:00,707.85,707.9,707.6,707.6,55
35,2020-06-11 05:23:00,708.4,708.4,708.0,708.0,34
36,2020-06-11 05:22:00,708.7,708.8,708.3,708.3,86
37,2020-06-11 05:21:00,708.3,708.3,708.3,708.3,85
38,2020-06-11 05:20:00,708.9,708.9,708.6,708.65,226
39,2020-06-11 05:19:00,708.6,709.1,708.6,709.05,240
40,2020-06-11 05:18:00,709.25,709.25,708.5,708.5,73
41,2020-06-11 05:17:00,708.55,709.15,708.55,708.75,337
42,2020-06-11 05:16:00,708.7,709.2,708.45,709.05,1153
43,2020-06-11 05:15:00,707.7,708.0,707.15,707.8,85
44,2020-06-11 05:14:00,706.35,707.75,706.35,707.45,1622
45,2020-06-11 05:13:00,706.2,706.55,705.95,706.25,71
46,2020-06-11 05:12:00,705.4,706.5,705.4,706.5,158
47,2020-06-11 05:11:00,705.0,705.4,705.0,705.3,124
48,2020-06-11 05:10:00,704.85,705.3,704.75,704.75,79
49,2020-06-11 05:09:00,705.1,705.55,704.7,704.7,219
50,2020-06-11 05:08:00,705.95,705.95,705.2,705.2,145
51,2020-06-11 05:07:00,705.5,705.5,705.5,705.5,17
52,2020-06-11 05:06:00,705.2,705.4,705.05,705.4,69
53,2020-06-11 05:05:00,705.6,705.6,704.85,704.85,354
54,2020-06-11 05:04:00,705.3,705.3,705.05,705.1,278
55,2020-06-11 05:03:00,704.65,705.35,704.65,705.35,2238
56,2020-06-11 05:02:00,704.8,704.8,704.65,704.65,256
57,2020-06-11 05:01:00,704.3,704.6,704.15,704.6,737
58,2020-06-11 05:00:00,705.65,705.65,704.2,704.3,1017
59,2020-06-11 04:59:00,706.5,706.5,706.0,706.0,220
60,2020-06-11 04:58:00,706.1,706.5,706.1,706.3,250
61,2020-06-11 04:57:00,706.4,706.4,706.0,706.0,425
62,2020-06-11 04:56:00,706.75,706.75,706.4,706.4,39
63,2020-06-11 04:55:00,707.35,707.35,706.4,706.6,189
64,2020-06-11 04:54:00,706.4,706.4,706.4,706.4,340
65,2020-06-11 04:53:00,706.55,706.6,706.45,706.5,38
66,2020-06-11 04:52:00,706.65,706.65,706.4,706.4,116
67,2020-06-11 04:51:00,707.0,707.45,707.0,707.0,317
68,2020-06-11 04:50:00,707.55,707.55,706.65,707.0,217
69,2020-06-11 04:49:00,707.4,707.8,707.4,707.8,305
70,2020-06-11 04:48:00,707.7,707.7,707.15,707.15,272
71,2020-06-11 04:47:00,707.55,707.55,707.3,707.35,59
72,2020-06-11 04:46:00,707.7,707.7,707.7,707.7,49
73,2020-06-11 04:45:00,708.05,708.1,707.95,707.95,67
74,2020-06-11 04:44:00,707.85,708.1,707.85,708.05,91
75,2020-06-11 04:43:00,707.95,708.25,707.5,708.0,4318
76,2020-06-11 04:42:00,707.9,707.9,707.9,707.9,170
77,2020-06-11 04:41:00,707.2,707.8,707.2,707.8,114
78,2020-06-11 04:40:00,707.3,707.35,707.2,707.2,21
79,2020-06-11 04:39:00,707.25,707.45,707.05,707.45,190
80,2020-06-11 04:38:00,707.2,707.45,707.2,707.3,73
81,2020-06-11 04:37:00,707.5,707.65,707.5,707.65,4
82,2020-06-11 04:36:00,707.4,707.4,707.4,707.4,59
83,2020-06-11 04:35:00,707.9,707.9,707.3,707.3,25
84,2020-06-11 04:34:00,708.1,708.15,707.3,707.5,484
85,2020-06-11 04:33:00,706.7,707.2,706.7,707.2,128
86,2020-06-11 04:32:00,706.8,706.85,706.25,706.85,260
87,2020-06-11 04:31:00,706.45,706.75,706.25,706.55,109
88,2020-06-11 04:30:00,706.15,706.65,706.15,706.55,55
89,2020-06-11 04:29:00,706.55,707.0,706.15,706.15,1762
90,2020-06-11 04:28:00,707.0,707.0,707.0,707.0,1
91,2020-06-11 04:27:00,706.8,706.8,706.75,706.75,88
92,2020-06-11 04:26:00,706.8,706.8,706.8,706.8,431
93,2020-06-11 04:25:00,706.4,706.95,706.4,706.95,58
94,2020-06-11 04:23:00,707.0,707.0,707.0,707.0,21
95,2020-06-11 04:22:00,706.85,707.35,706.85,706.95,184
96,2020-06-11 04:21:00,707.15,707.35,707.1,707.1,260
97,2020-06-11 04:20:00,708.3,708.4,707.15,707.15,2457
98,2020-06-11 04:19:00,708.0,708.0,707.7,707.7,270
99,2020-06-11 04:18:00,707.1,707.55,707.1,707.55,6
